-0.8015 -1.2678 -0 -72.968325
-3.2062 -5.0715 -0 -72.966898
-5.0765 -8.0299 -0 -72.965928
-6.4123 -10.1429 0.0262 -72.965621
-8.0143 -12.677 0.1283 -72.965188
-8.8146 -13.9429 0.1666 -72.964868
-8.2187 -14.5214 0.2948 -72.964523
-8.7411 -16.3672 0.5247 -72.963612
-10.0309 -17.8905 1.1419 -72.962453
-11.386 -19.3222 1.89 -72.961329
-12.7254 -20.8552 2.392 -72.960269
-14.0432 -22.4116 2.6217 -72.959006
-14.6972 -24.3185 2.0715 -72.957473
-15.5306 -26.234 2.0482 -72.955804
-16.1094 -27.8038 2.3068 -72.954358
-14.7796 -28.9827 3.1257 -72.953143
-13.6062 -30.5844 3.6202 -72.951922
-12.2537 -32.1091 3.9089 -72.950698
-11.1222 -33.7683 4.2796 -72.949468
-10.1932 -35.2295 5.196 -72.948234
-9.3619 -36.7283 6.3117 -72.946993
-8.5851 -38.2492 7.4144 -72.945749
-7.5935 -39.8435 8.2499 -72.944501
-6.8916 -41.4349 9.2193 -72.943241
-6.2727 -43.3267 9.6108 -72.941979
-5.7427 -44.6215 10.9758 -72.940705
-5.2774 -45.3085 12.8612 -72.939426
-4.5701 -46.2857 12.7646 -72.938143
-3.9187 -47.0128 11.0346 -72.936851
-3.487 -47.3534 9.0584 -72.93555
-3.1601 -48.3203 10.2056 -72.934241
-2.5906 -49.7167 11.29 -72.93294
-2.064 -51.2649 10.2609 -72.93163
-1.9023 -53.0628 10.2828 -72.930316
-1.2374 -53.7481 8.8883 -72.928987
-0.2338 -55.4757 8.438 -72.92766
0.9268 -57.1391 8.1846 -72.926327
2.1659 -58.7648 8.26 -72.924988
2.7966 -60.3652 9.2072 -72.923642
3.5606 -62.0815 8.7826 -72.92229
4.1051 -63.9769 8.2533 -72.920929
4.7728 -65.8913 8.0534 -72.919566
5.555 -67.7898 8.1794 -72.918199
5.4215 -69.7319 8.5591 -72.916828
5.3722 -71.1779 9.39 -72.915446
6.6015 -72.8224 9.4344 -72.914061
7.9091 -74.3345 9.4579 -72.91267
9.1469 -75.9691 9.4502 -72.911274
10.0298 -77.8076 9.4917 -72.909875
10.7723 -79.6982 9.5101 -72.908468
12.3735 -80.8411 9.4583 -72.907059
13.4145 -82.6176 9.4397 -72.905643
14.1594 -84.5026 9.6273 -72.904221
14.908 -86.352 10.0263 -72.902794
15.6285 -88.1574 10.421 -72.901364
16.2688 -90.0988 10.1972 -72.899927
16.8061 -92.0324 10.2983 -72.898487
18.0591 -93.5211 10.9131 -72.897043
19.0692 -95.1762 11.592 -72.895595
20.0514 -96.8019 12.3554 -72.894144
20.7986 -98.4251 13.1509 -72.892686
22.3425 -99.643 13.6764 -72.891225
23.1324 -101.4525 13.8694 -72.88976
24.2278 -103.1764 13.8286 -72.888291
25.7948 -104.4654 13.8973 -72.886819
27.3532 -105.7951 13.951 -72.885345
28.4996 -107.4233 13.9547 -72.883867
30.0108 -108.56 13.6639 -72.882384
31.1081 -108.6091 12.0588 -72.880873
29.9694 -109.9097 10.9348 -72.879247
28.8308 -111.2104 9.8109 -72.877658
27.6922 -112.511 8.6869 -72.876106
26.8377 -113.4766 7.7017 -72.874573
28.1153 -111.9666 8.2837 -72.872946
29.3929 -110.4565 8.8658 -72.871359
30.6706 -108.9464 9.4479 -72.869811
31.1787 -108.9746 10.7509 -72.86825
31.0798 -109.3078 12.7833 -72.866684
31.1974 -110.3892 14.0207 -72.865145
31.8589 -112.2436 14.4776 -72.863615
32.2207 -114.0808 14.8897 -72.862082
32.3754 -116.0895 14.7382 -72.860548
33.2282 -117.7627 14.1097 -72.859014
34.0263 -119.6079 13.7086 -72.85748
34.4263 -121.5938 13.4703 -72.855946
34.6735 -123.5948 13.4834 -72.854414
34.4631 -125.6138 13.6554 -72.852883
35.477 -127.1975 13.9548 -72.851357
36.4488 -128.3733 14.9241 -72.849824
36.0423 -130.1872 15.3722 -72.848285
35.1621 -131.5518 15.4371 -72.846756
35.6418 -129.8523 14.8263 -72.845241
35.0348 -128.0619 14.2107 -72.843729
35.5446 -129.8444 14.1534 -72.842219
35.6291 -131.8577 14.0497 -72.840717
34.8485 -133.6181 13.7199 -72.839223
34.2995 -135.3089 12.7219 -72.837736
33.9891 -137.2127 12.2496 -72.836259
34.6951 -139.1364 12.158 -72.834792
34.4342 -141.0719 12.4762 -72.833335
34.9496 -142.8915 13.1328 -72.831886
35.1207 -144.6736 12.8365 -72.830452
36.0553 -146.4708 12.5635 -72.829031
36.5162 -147.9232 11.2272 -72.827617
37.0821 -149.6924 10.5935 -72.826227
38.1845 -151.3675 10.8233 -72.824853
38.9786 -152.5573 11.4668 -72.823495
38.5512 -154.4927 11.7745 -72.822149
38.9845 -156.4817 12.0272 -72.82082
38.8087 -158.4686 12.102 -72.819516
39.4316 -160.3993 12.1561 -72.818236
40.017 -162.1492 11.7738 -72.816978
39.9044 -164.0643 11.3068 -72.815749
40.4166 -165.9089 10.6066 -72.814545
41.3853 -167.5493 10.7632 -72.813374
42.1247 -169.1267 11.6727 -72.812233
42.1485 -170.8263 12.6221 -72.811123
41.2541 -172.1527 13.7028 -72.810052
41.3329 -173.6405 14.3131 -72.809018
41.6008 -174.8677 12.6805 -72.808019
41.8738 -176.7997 12.275 -72.807067
42.7438 -178.5456 11.9564 -72.806159
43.2439 -180.4578 12.0397 -72.805299
43.3656 -182.4295 12.4106 -72.804487
43.6747 -184.2146 13.2717 -72.803725
44.1736 -186.1236 13.8383 -72.80302
44.3535 -187.9066 14.7675 -72.802371
44.8726 -189.5685 15.6922 -72.801782
45.4404 -191.1005 14.5715 -72.801255
46.1386 -192.9259 14.1459 -72.800795
46.6287 -194.8895 13.783 -72.800405
47.9055 -196.4354 13.3908 -72.800085
49.0241 -197.9564 13.467 -72.799841
49.8322 -199.3762 13.2319 -72.799674
51.04 -200.3986 12.0409 -72.799589
-16.8109 -27.3553 2.8101 -72.954519
-17.497 -28.3029 4.2038 -72.953649
-18.1984 -29.271 5.5067 -72.9528
-18.2577 -29.3412 3.7473 -72.951812
-18.2679 -29.344 1.9276 -72.950848
-18.2781 -29.3467 0.108 -72.94991
-18.2883 -29.3494 -1.7116 -72.948997
-18.2985 -29.3522 -3.5313 -72.948111
-18.8534 -30.5664 -3.9808 -72.947237
-18.8107 -32.318 -3.8597 -72.946356
-19.3066 -34.0554 -3.7456 -72.945473
-18.9488 -34.5418 -2.2544 -72.944582
-18.3075 -35.7012 -1.0566 -72.943686
-18.003 -37.2922 -0.254 -72.942789
-17.2153 -38.7422 0.5062 -72.941889
-17.2992 -40.1694 1.5541 -72.940984
-17.1185 -41.7267 2.3954 -72.940074
-17.083 -42.8762 3.6698 -72.939156
-17.3639 -44.4413 4.545 -72.938237
-18.2212 -45.6938 5.2818 -72.937319
-18.9632 -46.7735 4.1464 -72.936396
-19.2427 -47.6114 2.5633 -72.935463
-19.7572 -49.1601 2.2576 -72.934537
-20.0441 -50.8741 2.5491 -72.933609
-20.3286 -52.4364 3.2684 -72.932681
-19.8077 -53.8024 3.6098 -72.93175
-19.2008 -54.6661 2.2731 -72.930812
-18.7221 -56.0354 2.9434 -72.92987
-18.7365 -56.729 4.1896 -72.928931
-18.8997 -58.1413 5.2798 -72.927995
-18.8149 -59.8936 5.7078 -72.927063
-18.9822 -61.072 7.0484 -72.926129
-19.3934 -62.5349 8.0119 -72.925205
-19.547 -63.8484 9.0694 -72.924279
-19.5772 -65.5723 8.63 -72.923365
-19.258 -67.3139 8.3405 -72.922457
-19.7508 -69.0603 8.364 -72.921559
-19.9946 -70.8175 8.7102 -72.920666
