-0.8015 -1.2678 -0 -73.880738
-3.2062 -5.0715 -0 -73.87989
-5.0765 -8.0299 -0 -73.879308
-6.4123 -10.1429 0.0262 -73.87918
-8.0143 -12.677 0.1283 -73.879054
-8.8146 -13.9429 0.1666 -73.878961
-8.2187 -14.5214 0.2948 -73.878862
-8.7411 -16.3672 0.5247 -73.8786
-10.0309 -17.8905 1.1419 -73.878267
-11.386 -19.3222 1.89 -73.877947
-12.7254 -20.8552 2.392 -73.877647
-14.0432 -22.4116 2.6217 -73.87729
-14.6972 -24.3185 2.0715 -73.876858
-15.5306 -26.234 2.0482 -73.876389
-16.1094 -27.8038 2.3068 -73.875983
-14.7796 -28.9827 3.1257 -73.875644
-13.6062 -30.5844 3.6202 -73.875304
-12.2537 -32.1091 3.9089 -73.874964
-11.1222 -33.7683 4.2796 -73.874623
-10.1932 -35.2295 5.196 -73.874281
-9.3619 -36.7283 6.3117 -73.873938
-8.5851 -38.2492 7.4144 -73.873595
-7.5935 -39.8435 8.2499 -73.873251
-6.8916 -41.4349 9.2193 -73.872905
-6.2727 -43.3267 9.6108 -73.872559
-5.7427 -44.6215 10.9758 -73.87221
-5.2774 -45.3085 12.8612 -73.871861
-4.5701 -46.2857 12.7646 -73.871511
-3.9187 -47.0128 11.0346 -73.871159
-3.487 -47.3534 9.0584 -73.870805
-3.1601 -48.3203 10.2056 -73.87045
-2.5906 -49.7167 11.29 -73.870098
-2.064 -51.2649 10.2609 -73.869744
-1.9023 -53.0628 10.2828 -73.86939
-1.2374 -53.7481 8.8883 -73.869033
-0.2338 -55.4757 8.438 -73.868676
0.9268 -57.1391 8.1846 -73.868319
2.1659 -58.7648 8.26 -73.867961
2.7966 -60.3652 9.2072 -73.867602
3.5606 -62.0815 8.7826 -73.867242
4.1051 -63.9769 8.2533 -73.86688
4.7728 -65.8913 8.0534 -73.866519
5.555 -67.7898 8.1794 -73.866158
5.4215 -69.7319 8.5591 -73.865796
5.3722 -71.1779 9.39 -73.865432
6.6015 -72.8224 9.4344 -73.865069
7.9091 -74.3345 9.4579 -73.864705
9.1469 -75.9691 9.4502 -73.86434
10.0298 -77.8076 9.4917 -73.863976
10.7723 -79.6982 9.5101 -73.86361
12.3735 -80.8411 9.4583 -73.863245
13.4145 -82.6176 9.4397 -73.86288
14.1594 -84.5026 9.6273 -73.862513
14.908 -86.352 10.0263 -73.862147
15.6285 -88.1574 10.421 -73.861781
16.2688 -90.0988 10.1972 -73.861414
16.8061 -92.0324 10.2983 -73.861048
18.0591 -93.5211 10.9131 -73.860682
19.0692 -95.1762 11.592 -73.860316
20.0514 -96.8019 12.3554 -73.859951
20.7986 -98.4251 13.1509 -73.859585
22.3425 -99.643 13.6764 -73.859219
23.1324 -101.4525 13.8694 -73.858854
24.2278 -103.1764 13.8286 -73.858489
25.7948 -104.4654 13.8973 -73.858125
27.3532 -105.7951 13.951 -73.857762
28.4996 -107.4233 13.9547 -73.857399
30.0108 -108.56 13.6639 -73.857037
31.1081 -108.6091 12.0588 -73.856669
29.9694 -109.9097 10.9348 -73.856275
28.8308 -111.2104 9.8109 -73.855891
27.6922 -112.511 8.6869 -73.855518
26.8377 -113.4766 7.7017 -73.855151
28.1153 -111.9666 8.2837 -73.854764
29.3929 -110.4565 8.8658 -73.854388
30.6706 -108.9464 9.4479 -73.854023
31.1787 -108.9746 10.7509 -73.853656
31.0798 -109.3078 12.7833 -73.85329
31.1974 -110.3892 14.0207 -73.852933
31.8589 -112.2436 14.4776 -73.852579
32.2207 -114.0808 14.8897 -73.852226
32.3754 -116.0895 14.7382 -73.851876
33.2282 -117.7627 14.1097 -73.851527
34.0263 -119.6079 13.7086 -73.85118
34.4263 -121.5938 13.4703 -73.850835
34.6735 -123.5948 13.4834 -73.850492
34.4631 -125.6138 13.6554 -73.850152
35.477 -127.1975 13.9548 -73.849815
36.4488 -128.3733 14.9241 -73.849479
36.0423 -130.1872 15.3722 -73.849144
35.1621 -131.5518 15.4371 -73.848813
35.6418 -129.8523 14.8263 -73.848487
35.0348 -128.0619 14.2107 -73.848165
35.5446 -129.8444 14.1534 -73.847845
35.6291 -131.8577 14.0497 -73.847529
34.8485 -133.6181 13.7199 -73.847218
34.2995 -135.3089 12.7219 -73.84691
33.9891 -137.2127 12.2496 -73.846608
34.6951 -139.1364 12.158 -73.846309
34.4342 -141.0719 12.4762 -73.846016
34.9496 -142.8915 13.1328 -73.845727
35.1207 -144.6736 12.8365 -73.845443
36.0553 -146.4708 12.5635 -73.845165
36.5162 -147.9232 11.2272 -73.844892
37.0821 -149.6924 10.5935 -73.844626
38.1845 -151.3675 10.8233 -73.844366
38.9786 -152.5573 11.4668 -73.844111
38.5512 -154.4927 11.7745 -73.843863
38.9845 -156.4817 12.0272 -73.84362
38.8087 -158.4686 12.102 -73.843385
39.4316 -160.3993 12.1561 -73.843158
40.017 -162.1492 11.7738 -73.842937
39.9044 -164.0643 11.3068 -73.842725
40.4166 -165.9089 10.6066 -73.84252
41.3853 -167.5493 10.7632 -73.842324
42.1247 -169.1267 11.6727 -73.842136
42.1485 -170.8263 12.6221 -73.841956
41.2541 -172.1527 13.7028 -73.841786
41.3329 -173.6405 14.3131 -73.841624
41.6008 -174.8677 12.6805 -73.84147
41.8738 -176.7997 12.275 -73.841327
42.7438 -178.5456 11.9564 -73.841192
43.2439 -180.4578 12.0397 -73.841067
43.3656 -182.4295 12.4106 -73.84095
43.6747 -184.2146 13.2717 -73.840843
44.1736 -186.1236 13.8383 -73.840746
44.3535 -187.9066 14.7675 -73.840657
44.8726 -189.5685 15.6922 -73.840578
45.4404 -191.1005 14.5715 -73.840509
46.1386 -192.9259 14.1459 -73.840449
46.6287 -194.8895 13.783 -73.840398
47.9055 -196.4354 13.3908 -73.840357
49.0241 -197.9564 13.467 -73.840326
49.8322 -199.3762 13.2319 -73.840305
51.04 -200.3986 12.0409 -73.840295
-16.8109 -27.3553 2.8101 -73.876026
-17.497 -28.3029 4.2038 -73.875779
-18.1984 -29.271 5.5067 -73.875539
-18.2577 -29.3412 3.7473 -73.87526
-18.2679 -29.344 1.9276 -73.874988
-18.2781 -29.3467 0.108 -73.874725
-18.2883 -29.3494 -1.7116 -73.874469
-18.2985 -29.3522 -3.5313 -73.874221
-18.8534 -30.5664 -3.9808 -73.873976
-18.8107 -32.318 -3.8597 -73.873731
-19.3066 -34.0554 -3.7456 -73.873485
-18.9488 -34.5418 -2.2544 -73.873238
-18.3075 -35.7012 -1.0566 -73.87299
-18.003 -37.2922 -0.254 -73.872741
-17.2153 -38.7422 0.5062 -73.872493
-17.2992 -40.1694 1.5541 -73.872244
-17.1185 -41.7267 2.3954 -73.871994
-17.083 -42.8762 3.6698 -73.871742
-17.3639 -44.4413 4.545 -73.87149
-18.2212 -45.6938 5.2818 -73.871239
-18.9632 -46.7735 4.1464 -73.870987
-19.2427 -47.6114 2.5633 -73.870734
-19.7572 -49.1601 2.2576 -73.870482
-20.0441 -50.8741 2.5491 -73.870231
-20.3286 -52.4364 3.2684 -73.869981
-19.8077 -53.8024 3.6098 -73.86973
-19.2008 -54.6661 2.2731 -73.869478
-18.7221 -56.0354 2.9434 -73.869226
-18.7365 -56.729 4.1896 -73.868976
-18.8997 -58.1413 5.2798 -73.868727
-18.8149 -59.8936 5.7078 -73.86848
-18.9822 -61.072 7.0484 -73.868234
-19.3934 -62.5349 8.0119 -73.867991
