-0.8015 -1.2678 -0 -73.630766
-3.2062 -5.0715 -0 -73.629588
-5.0765 -8.0299 -0 -73.628782
-6.4123 -10.1429 0.0262 -73.628592
-8.0143 -12.677 0.1283 -73.628389
-8.8146 -13.9429 0.1666 -73.628237
-8.2187 -14.5214 0.2948 -73.628077
-8.7411 -16.3672 0.5247 -73.627652
-10.0309 -17.8905 1.1419 -73.627111
-11.386 -19.3222 1.89 -73.626589
-12.7254 -20.8552 2.392 -73.626098
-14.0432 -22.4116 2.6217 -73.625514
-14.6972 -24.3185 2.0715 -73.624806
-15.5306 -26.234 2.0482 -73.624036
-16.1094 -27.8038 2.3068 -73.623371
-14.7796 -28.9827 3.1257 -73.622816
-13.6062 -30.5844 3.6202 -73.622259
-12.2537 -32.1091 3.9089 -73.621701
-11.1222 -33.7683 4.2796 -73.621141
-10.1932 -35.2295 5.196 -73.62058
-9.3619 -36.7283 6.3117 -73.620017
-8.5851 -38.2492 7.4144 -73.619453
-7.5935 -39.8435 8.2499 -73.618887
-6.8916 -41.4349 9.2193 -73.618317
-6.2727 -43.3267 9.6108 -73.617747
-5.7427 -44.6215 10.9758 -73.617172
-5.2774 -45.3085 12.8612 -73.616595
-4.5701 -46.2857 12.7646 -73.616017
-3.9187 -47.0128 11.0346 -73.615436
-3.487 -47.3534 9.0584 -73.614851
-3.1601 -48.3203 10.2056 -73.614264
-2.5906 -49.7167 11.29 -73.613681
-2.064 -51.2649 10.2609 -73.613094
-1.9023 -53.0628 10.2828 -73.612507
-1.2374 -53.7481 8.8883 -73.611914
-0.2338 -55.4757 8.438 -73.611321
0.9268 -57.1391 8.1846 -73.610728
2.1659 -58.7648 8.26 -73.610132
2.7966 -60.3652 9.2072 -73.609534
3.5606 -62.0815 8.7826 -73.608934
4.1051 -63.9769 8.2533 -73.608331
4.7728 -65.8913 8.0534 -73.607728
5.555 -67.7898 8.1794 -73.607124
5.4215 -69.7319 8.5591 -73.606518
5.3722 -71.1779 9.39 -73.605909
6.6015 -72.8224 9.4344 -73.6053
7.9091 -74.3345 9.4579 -73.604688
9.1469 -75.9691 9.4502 -73.604075
10.0298 -77.8076 9.4917 -73.603462
10.7723 -79.6982 9.5101 -73.602846
12.3735 -80.8411 9.4583 -73.60223
13.4145 -82.6176 9.4397 -73.601612
14.1594 -84.5026 9.6273 -73.600992
14.908 -86.352 10.0263 -73.600372
15.6285 -88.1574 10.421 -73.59975
16.2688 -90.0988 10.1972 -73.599126
16.8061 -92.0324 10.2983 -73.598503
18.0591 -93.5211 10.9131 -73.597878
19.0692 -95.1762 11.592 -73.597253
20.0514 -96.8019 12.3554 -73.596627
20.7986 -98.4251 13.1509 -73.595999
22.3425 -99.643 13.6764 -73.595371
23.1324 -101.4525 13.8694 -73.594743
24.2278 -103.1764 13.8286 -73.594113
25.7948 -104.4654 13.8973 -73.593484
27.3532 -105.7951 13.951 -73.592854
28.4996 -107.4233 13.9547 -73.592224
30.0108 -108.56 13.6639 -73.591593
31.1081 -108.6091 12.0588 -73.590951
29.9694 -109.9097 10.9348 -73.590262
28.8308 -111.2104 9.8109 -73.589589
27.6922 -112.511 8.6869 -73.588933
26.8377 -113.4766 7.7017 -73.588286
28.1153 -111.9666 8.2837 -73.587601
29.3929 -110.4565 8.8658 -73.586934
30.6706 -108.9464 9.4479 -73.586285
31.1787 -108.9746 10.7509 -73.585631
31.0798 -109.3078 12.7833 -73.584976
31.1974 -110.3892 14.0207 -73.584334
31.8589 -112.2436 14.4776 -73.583697
32.2207 -114.0808 14.8897 -73.58306
32.3754 -116.0895 14.7382 -73.582424
33.2282 -117.7627 14.1097 -73.581788
34.0263 -119.6079 13.7086 -73.581155
34.4263 -121.5938 13.4703 -73.580522
34.6735 -123.5948 13.4834 -73.579891
34.4631 -125.6138 13.6554 -73.579263
35.477 -127.1975 13.9548 -73.578637
36.4488 -128.3733 14.9241 -73.57801
36.0423 -130.1872 15.3722 -73.577382
35.1621 -131.5518 15.4371 -73.57676
35.6418 -129.8523 14.8263 -73.576144
35.0348 -128.0619 14.2107 -73.575531
35.5446 -129.8444 14.1534 -73.57492
35.6291 -131.8577 14.0497 -73.574314
34.8485 -133.6181 13.7199 -73.573713
34.2995 -135.3089 12.7219 -73.573115
33.9891 -137.2127 12.2496 -73.572523
34.6951 -139.1364 12.158 -73.571936
34.4342 -141.0719 12.4762 -73.571356
34.9496 -142.8915 13.1328 -73.570779
35.1207 -144.6736 12.8365 -73.57021
36.0553 -146.4708 12.5635 -73.569648
36.5162 -147.9232 11.2272 -73.56909
37.0821 -149.6924 10.5935 -73.568542
38.1845 -151.3675 10.8233 -73.568003
38.9786 -152.5573 11.4668 -73.567471
38.5512 -154.4927 11.7745 -73.566946
38.9845 -156.4817 12.0272 -73.566429
38.8087 -158.4686 12.102 -73.565923
39.4316 -160.3993 12.1561 -73.565428
40.017 -162.1492 11.7738 -73.564943
39.9044 -164.0643 11.3068 -73.56447
40.4166 -165.9089 10.6066 -73.564009
41.3853 -167.5493 10.7632 -73.563562
42.1247 -169.1267 11.6727 -73.563127
42.1485 -170.8263 12.6221 -73.562706
41.2541 -172.1527 13.7028 -73.562301
41.3329 -173.6405 14.3131 -73.561911
41.6008 -174.8677 12.6805 -73.561536
41.8738 -176.7997 12.275 -73.561179
42.7438 -178.5456 11.9564 -73.560841
43.2439 -180.4578 12.0397 -73.560521
43.3656 -182.4295 12.4106 -73.560219
43.6747 -184.2146 13.2717 -73.559938
44.1736 -186.1236 13.8383 -73.559678
44.3535 -187.9066 14.7675 -73.559439
44.8726 -189.5685 15.6922 -73.559223
45.4404 -191.1005 14.5715 -73.55903
46.1386 -192.9259 14.1459 -73.558862
46.6287 -194.8895 13.783 -73.558719
47.9055 -196.4354 13.3908 -73.558603
49.0241 -197.9564 13.467 -73.558514
49.8322 -199.3762 13.2319 -73.558454
51.04 -200.3986 12.0409 -73.558423
-16.8109 -27.3553 2.8101 -73.623439
-17.497 -28.3029 4.2038 -73.623028
-18.1984 -29.271 5.5067 -73.622629
-18.2577 -29.3412 3.7473 -73.622165
-18.2679 -29.344 1.9276 -73.621712
-18.2781 -29.3467 0.108 -73.621272
-18.2883 -29.3494 -1.7116 -73.620844
-18.2985 -29.3522 -3.5313 -73.620429
-18.8534 -30.5664 -3.9808 -73.62002
-18.8107 -32.318 -3.8597 -73.619608
-19.3066 -34.0554 -3.7456 -73.619196
-18.9488 -34.5418 -2.2544 -73.61878
-18.3075 -35.7012 -1.0566 -73.618362
-18.003 -37.2922 -0.254 -73.617945
-17.2153 -38.7422 0.5062 -73.617526
-17.2992 -40.1694 1.5541 -73.617105
-17.1185 -41.7267 2.3954 -73.616682
-17.083 -42.8762 3.6698 -73.616256
-17.3639 -44.4413 4.545 -73.61583
-18.2212 -45.6938 5.2818 -73.615404
-18.9632 -46.7735 4.1464 -73.614977
-19.2427 -47.6114 2.5633 -73.614546
-19.7572 -49.1601 2.2576 -73.614118
-20.0441 -50.8741 2.5491 -73.61369
-20.3286 -52.4364 3.2684 -73.613262
-19.8077 -53.8024 3.6098 -73.612833
-19.2008 -54.6661 2.2731 -73.612401
-18.7221 -56.0354 2.9434 -73.611969
-18.7365 -56.729 4.1896 -73.611537
-18.8997 -58.1413 5.2798 -73.611108
-18.8149 -59.8936 5.7078 -73.610682
-18.9822 -61.072 7.0484 -73.610254
-19.3934 -62.5349 8.0119 -73.609832
-19.547 -63.8484 9.0694 -73.60941
-19.5772 -65.5723 8.63 -73.608993
-19.258 -67.3139 8.3405 -73.60858
-19.7508 -69.0603 8.364 -73.608172
-19.9946 -70.8175 8.7102 -73.607766
-19.8037 -72.5539 9.1873 -73.607366
-19.7201 -74.3251 9.5635 -73.606971
-20.2567 -75.9938 9.7611 -73.606582
-19.7758 -77.7066 9.8918 -73.606199
-19.8692 -79.394 10.0722 -73.605823
-20.6153 -80.6503 10.7965 -73.605455
-20.8101 -82.0334 11.1362 -73.605097
-21.8468 -83.2751 10.5156 -73.604748
-22.3598 -84.646 11.4203 -73.604409
-22.8139 -86.2646 12.0203 -73.604082
-22.9433 -87.4114 13.1988 -73.603763
-23.2601 -88.7922 14.1473 -73.603459
-23.5187 -90.5915 14.1567 -73.60317
-23.7693 -92.3875 14.2837 -73.602896
-23.9193 -94.161 14.5659 -73.602638
-24.765 -95.4177 14.2775 -73.602397
-25.6946 -96.5629 13.7452 -73.602175
-26.3361 -98.2508 13.7081 -73.601972
-26.22 -99.6251 14.4174 -73.601786
-26.029 -100.2322 16.1217 -73.601623
-25.98 -100.9366 17.7977 -73.601483
-26.1774 -101.1961 19.58 -73.601365
-26.4133 -101.3806 21.3748 -73.601276
-26.5757 -102.9017 22.0388 -73.601217
-26.565 -104.1061 22.8298 -73.601186
-10.4886 -18.1238 0.6694 -73.626666
