-0.8015 -1.2678 -0 -72.99116
-3.2062 -5.0715 -0 -72.989734
-5.0765 -8.0299 -0 -72.988765
-6.4123 -10.1429 0.0262 -72.988461
-8.0143 -12.677 0.1283 -72.988037
-8.8146 -13.9429 0.1666 -72.987722
-8.2187 -14.5214 0.2948 -72.987384
-8.7411 -16.3672 0.5247 -72.98649
-10.0309 -17.8905 1.1419 -72.985353
-11.386 -19.3222 1.89 -72.984251
-12.7254 -20.8552 2.392 -72.983211
-14.0432 -22.4116 2.6217 -72.981973
-14.6972 -24.3185 2.0715 -72.980469
-15.5306 -26.234 2.0482 -72.978833
-16.1094 -27.8038 2.3068 -72.977414
-14.7796 -28.9827 3.1257 -72.976224
-13.6062 -30.5844 3.6202 -72.975027
-12.2537 -32.1091 3.9089 -72.973827
-11.1222 -33.7683 4.2796 -72.972621
-10.1932 -35.2295 5.196 -72.971412
-9.3619 -36.7283 6.3117 -72.970196
-8.5851 -38.2492 7.4144 -72.968976
-7.5935 -39.8435 8.2499 -72.967753
-6.8916 -41.4349 9.2193 -72.966518
-6.2727 -43.3267 9.6108 -72.965282
-5.7427 -44.6215 10.9758 -72.964033
-5.2774 -45.3085 12.8612 -72.962779
-4.5701 -46.2857 12.7646 -72.961522
-3.9187 -47.0128 11.0346 -72.960256
-3.487 -47.3534 9.0584 -72.958981
-3.1601 -48.3203 10.2056 -72.957698
-2.5906 -49.7167 11.29 -72.956424
-2.064 -51.2649 10.2609 -72.95514
-1.9023 -53.0628 10.2828 -72.953853
-1.2374 -53.7481 8.8883 -72.952551
-0.2338 -55.4757 8.438 -72.95125
0.9268 -57.1391 8.1846 -72.949945
2.1659 -58.7648 8.26 -72.948633
2.7966 -60.3652 9.2072 -72.947314
3.5606 -62.0815 8.7826 -72.94599
4.1051 -63.9769 8.2533 -72.944657
4.7728 -65.8913 8.0534 -72.943322
5.555 -67.7898 8.1794 -72.941983
5.4215 -69.7319 8.5591 -72.94064
5.3722 -71.1779 9.39 -72.939287
6.6015 -72.8224 9.4344 -72.93793
7.9091 -74.3345 9.4579 -72.936568
9.1469 -75.9691 9.4502 -72.935201
10.0298 -77.8076 9.4917 -72.93383
10.7723 -79.6982 9.5101 -72.932453
12.3735 -80.8411 9.4583 -72.931072
13.4145 -82.6176 9.4397 -72.929686
14.1594 -84.5026 9.6273 -72.928294
14.908 -86.352 10.0263 -72.926897
15.6285 -88.1574 10.421 -72.925496
16.2688 -90.0988 10.1972 -72.924089
16.8061 -92.0324 10.2983 -72.92268
18.0591 -93.5211 10.9131 -72.921266
19.0692 -95.1762 11.592 -72.919848
20.0514 -96.8019 12.3554 -72.918428
20.7986 -98.4251 13.1509 -72.917001
22.3425 -99.643 13.6764 -72.91557
23.1324 -101.4525 13.8694 -72.914137
24.2278 -103.1764 13.8286 -72.912698
25.7948 -104.4654 13.8973 -72.911258
27.3532 -105.7951 13.951 -72.909815
28.4996 -107.4233 13.9547 -72.908368
30.0108 -108.56 13.6639 -72.906917
31.1081 -108.6091 12.0588 -72.905438
29.9694 -109.9097 10.9348 -72.903847
28.8308 -111.2104 9.8109 -72.902292
27.6922 -112.511 8.6869 -72.900774
26.8377 -113.4766 7.7017 -72.899273
28.1153 -111.9666 8.2837 -72.897681
29.3929 -110.4565 8.8658 -72.896128
30.6706 -108.9464 9.4479 -72.894613
31.1787 -108.9746 10.7509 -72.893086
31.0798 -109.3078 12.7833 -72.891554
31.1974 -110.3892 14.0207 -72.890049
31.8589 -112.2436 14.4776 -72.888551
32.2207 -114.0808 14.8897 -72.887051
32.3754 -116.0895 14.7382 -72.885551
33.2282 -117.7627 14.1097 -72.88405
34.0263 -119.6079 13.7086 -72.88255
34.4263 -121.5938 13.4703 -72.881049
34.6735 -123.5948 13.4834 -72.87955
34.4631 -125.6138 13.6554 -72.878053
35.477 -127.1975 13.9548 -72.876561
36.4488 -128.3733 14.9241 -72.875061
36.0423 -130.1872 15.3722 -72.873556
35.1621 -131.5518 15.4371 -72.872061
35.6418 -129.8523 14.8263 -72.870579
35.0348 -128.0619 14.2107 -72.8691
35.5446 -129.8444 14.1534 -72.867623
35.6291 -131.8577 14.0497 -72.866155
34.8485 -133.6181 13.7199 -72.864694
34.2995 -135.3089 12.7219 -72.86324
33.9891 -137.2127 12.2496 -72.861796
34.6951 -139.1364 12.158 -72.860361
34.4342 -141.0719 12.4762 -72.858937
34.9496 -142.8915 13.1328 -72.85752
35.1207 -144.6736 12.8365 -72.856117
36.0553 -146.4708 12.5635 -72.854728
36.5162 -147.9232 11.2272 -72.853346
37.0821 -149.6924 10.5935 -72.851987
38.1845 -151.3675 10.8233 -72.850644
38.9786 -152.5573 11.4668 -72.849316
38.5512 -154.4927 11.7745 -72.848
38.9845 -156.4817 12.0272 -72.846702
38.8087 -158.4686 12.102 -72.845427
39.4316 -160.3993 12.1561 -72.844176
40.017 -162.1492 11.7738 -72.842946
39.9044 -164.0643 11.3068 -72.841744
40.4166 -165.9089 10.6066 -72.840568
41.3853 -167.5493 10.7632 -72.839423
42.1247 -169.1267 11.6727 -72.838308
42.1485 -170.8263 12.6221 -72.837223
41.2541 -172.1527 13.7028 -72.836176
41.3329 -173.6405 14.3131 -72.835165
41.6008 -174.8677 12.6805 -72.834189
41.8738 -176.7997 12.275 -72.833258
42.7438 -178.5456 11.9564 -72.832372
43.2439 -180.4578 12.0397 -72.831531
43.3656 -182.4295 12.4106 -72.830737
43.6747 -184.2146 13.2717 -72.829993
44.1736 -186.1236 13.8383 -72.829304
44.3535 -187.9066 14.7675 -72.828669
44.8726 -189.5685 15.6922 -72.828094
45.4404 -191.1005 14.5715 -72.827579
46.1386 -192.9259 14.1459 -72.82713
46.6287 -194.8895 13.783 -72.826748
47.9055 -196.4354 13.3908 -72.826436
49.0241 -197.9564 13.467 -72.826197
49.8322 -199.3762 13.2319 -72.826034
51.04 -200.3986 12.0409 -72.825951
-16.8109 -27.3553 2.8101 -72.977573
-17.497 -28.3029 4.2038 -72.976718
-18.1984 -29.271 5.5067 -72.975885
-18.2577 -29.3412 3.7473 -72.974916
-18.2679 -29.344 1.9276 -72.97397
-18.2781 -29.3467 0.108 -72.973049
-18.2883 -29.3494 -1.7116 -72.972153
-18.2985 -29.3522 -3.5313 -72.971283
-18.8534 -30.5664 -3.9808 -72.970426
-18.8107 -32.318 -3.8597 -72.969561
-19.3066 -34.0554 -3.7456 -72.968694
-18.9488 -34.5418 -2.2544 -72.96782
-18.3075 -35.7012 -1.0566 -72.966941
-18.003 -37.2922 -0.254 -72.966061
-17.2153 -38.7422 0.5062 -72.965178
-17.2992 -40.1694 1.5541 -72.96429
-17.1185 -41.7267 2.3954 -72.963397
-17.083 -42.8762 3.6698 -72.962496
-17.3639 -44.4413 4.545 -72.961594
